Pollinator.name,Taxa,Genus,Species,Size,SizeType,SizeUnits,Mass,MassUnits,Reference
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154803"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154804"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154805"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154806"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154807"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154808"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154809"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154810"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154811"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154812"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154813"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154814"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154815"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.2,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154816"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154817"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154818"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154819"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154820"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154821"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154822"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154823"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154824"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154825"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154826"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154827"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154828"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154829"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154830"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154831"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154832"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154833"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154834"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154835"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154836"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154837"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154838"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154839"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.2,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154840"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154841"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154842"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154843"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154844"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154845"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154846"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154847"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154848"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154849"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154850"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154851"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154852"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154853"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154854"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154855"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154856"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154857"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154858"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154859"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154860"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154861"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154862"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1.2,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154863"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154864"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154865"
Halictus.tumulorum,Halictus tumulorum,Halictus,tumulorum,0.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0154866"
