,Order,Pollinator.name,Genus,Species,Taxa,SystemCode,Degree,SystemReference,Size,SizeType,Mass
565,Hymenoptera,Megachile.laboriosa,Megachile,laboriosa,Megachile laboriosa,nca,2,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",22,BL,
566,Hymenoptera,Megachile.laeta,Megachile,laeta,Megachile laeta,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,22,BL,
567,Hymenoptera,Megachile.orba,Megachile,orba,Megachile orba,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,22,BL,
568,Hymenoptera,Megachile.pugnata,Megachile,pugnata,Megachile pugnata,ppc,5,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.53125,ITD,
569,Hymenoptera,Megachile.relativa,Megachile,relativa,Megachile relativa,ppc,4,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",2.984375,ITD,
570,Hymenoptera,Megachile.rubricata,Megachile,rubricata,Megachile rubricata,bbg,5,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,22,BL,
571,Hymenoptera,Megachile.rubricata,Megachile,rubricata,Megachile rubricata,cer,6,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,22,BL,
572,Hymenoptera,Megachile.sp,Megachile,sp,Megachile sp,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",22,BL,
573,Hymenoptera,Megachile.sp,Megachile,sp,Megachile sp,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",22,BL,
574,Hymenoptera,Megachile.sp,Megachile,sp,Megachile sp,cer,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,22,BL,
575,Hymenoptera,Megachile.sp,Megachile,sp,Megachile sp,bbg,5,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,22,BL,
576,Hymenoptera,Megachile.terrestris,Megachile,terrestris,Megachile terrestris,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,11,BL,
577,Hymenoptera,Megachile.terrestris,Megachile,terrestris,Megachile terrestris,cer,3,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,11,BL,
578,Hymenoptera,Megachile.texana,Megachile,texana,Megachile texana,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.340833333,ITD,
579,Hymenoptera,Megachile.vidua,Megachile,vidua,Megachile vidua,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",13.5,BL,
580,Hymenoptera,Megachile.willughbiella,Megachile,willughbiella,Megachile willughbiella,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",3.59,ITD,
581,Hymenoptera,Megachile.wootoni,Megachile,wootoni,Megachile wootoni,ppc,13,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",13,BL,
582,Diptera,Melangyna.lasiophthalma,Melangyna,lasiophthalma,Melangyna lasiophthalma,bwk,2,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",2.5,HW,
583,Diptera,Melanostoma.sp,Melanostoma,sp,Melanostoma sp,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",7,BL,
584,Diptera,Melanostoma.sp,Melanostoma,sp,Melanostoma sp,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",7,BL,
585,Diptera,Melanostoma.sp,Melanostoma,sp,Melanostoma sp,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",7,BL,
586,Diptera,Melanostoma.sp,Melanostoma,sp,Melanostoma sp,bfi,3,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",7,BL,
587,Diptera,Melanostoma.sp,Melanostoma,sp,Melanostoma sp,otw,4,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",7,BL,
588,Hymenoptera,Melecta.pacifica,Melecta,pacifica,Melecta pacifica,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12.5,BL,
589,Hymenoptera,Melipona.favosa,Melipona,favosa,Melipona favosa,gsv,3,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",11.5,BL,
590,Hymenoptera,Melipona.quinquefasciata,Melipona,quinquefasciata,Melipona quinquefasciata,bbg,15,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,8.71,BL,
591,Diptera,Meliscaeva.sp,Meliscaeva,sp,Meliscaeva sp,snk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",8,BL,
592,Diptera,Meliscaeva.sp,Meliscaeva,sp,Meliscaeva sp,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",8,BL,
593,Hymenoptera,Melissodes.aurigenia,Melissodes,aurigenia,Melissodes aurigenia,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12.75,BL,
594,Hymenoptera,Melissodes.fremonti,Melissodes,fremonti,Melissodes fremonti,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12.25,BL,
595,Hymenoptera,Melissodes.sp,Melissodes,sp,Melissodes sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12.25,BL,
596,Hymenoptera,Melissoptila.richardia,Melissoptila,richardia,Melissoptila richardia,cer,4,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10,BL,
597,Hymenoptera,Melissoptila.richardiae,Melissoptila,richardiae,Melissoptila richardiae,bbg,6,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10,BL,
598,Hymenoptera,Melissoptila.sp,Melissoptila,sp,Melissoptila sp,cer,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10,BL,
599,,Melitaea.sp,Melitaea,sp,Melitaea sp,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA,
600,Lepidoptera,Melitaea.whitneyi,Melitaea,whitneyi,Melitaea whitneyi,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",36.5,WS,
601,Hymenoptera,Melitoma.segmentaria,Melitoma,segmentaria,Melitoma segmentaria,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,11.5,BL,
602,Hymenoptera,Melitoma.sp,Melitoma,sp,Melitoma sp,bbg,4,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,11.5,BL,
603,Diptera,Mesogramma.marginata,Mesogramma,marginata,Mesogramma marginata,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.5,BL,
604,Hymenoptera,Mesonychium.coerulescens,Mesonychium,coerulescens,Mesonychium coerulescens,bbg,3,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,13,BL,
605,Hymenoptera,Mesoplia.decorata,Mesoplia,decorata,Mesoplia decorata,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,15.75,BL,
606,Hymenoptera,Mesoplia.rufipes,Mesoplia,rufipes,Mesoplia rufipes,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,15.75,BL,
607,Diptera,Metasyrphus.americanus,Metasyrphus,americanus,Metasyrphus americanus,bfi,3,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",10,BL,
608,Hymenoptera,Microdon.cothurnatus,Microdon,cothurnatus,Microdon cothurnatus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7.9,BL,
609,,Micromoth.sp,Micromoth,sp,Micromoth sp,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",NA,NA,
610,Hymenoptera,Monoeca.pluricincta,Monoeca,pluricincta,Monoeca pluricincta,cer,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10,BL,
611,Hymenoptera,Monoeca.sp,Monoeca,sp,Monoeca sp,bbg,6,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10,BL,
612,Hymenoptera,Monoeca.sp,Monoeca,sp,Monoeca sp,cer,5,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10,BL,
613,Hymenoptera,Monumetha.albifrons,Monumetha,albifrons,Monumetha albifrons,ppc,13,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12,BL,
614,Hymenoptera,Monumetha.argentifrons,Monumetha,argentifrons,Monumetha argentifrons,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12,BL,
615,Coleoptera,Mordella.melaena,Mordella,melaena,Mordella melaena,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",6,BL,
616,Diptera,Myopa.clausa,Myopa,clausa,Myopa clausa,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL,
617,Lepidoptera,Nathalis.iole,Nathalis,iole,Nathalis iole,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",26,WS,
618,Diptera,Nemotelus.pantherinus,Nemotelus,pantherinus,Nemotelus pantherinus,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",4.22,BL,
619,Diptera,Neoascia.tenur,Neoascia,tenur,Neoascia tenur,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",3.4,BL,
620,Hymenoptera,Neocorynura.sp,Neocorynura,sp,Neocorynura sp,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,8.25,BL,
621,Hymenoptera,Nomada.bishopii,Nomada,bishopii,Nomada bishopii,nca,1,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",9.5,BL,
622,Hymenoptera,Nomada.cuneata,Nomada,cuneata,Nomada cuneata,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",9.5,BL,
623,Hymenoptera,Nomada.luteola,Nomada,luteola,Nomada luteola,nca,1,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",11.25,BL,
624,Hymenoptera,Nomada.luteola,Nomada,luteola,Nomada luteola,bfi,1,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",11.25,BL,
625,Hymenoptera,Nomada.perplexa,Nomada,perplexa,Nomada perplexa,nca,4,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",8,BL,
626,Hymenoptera,Nomada.pygmaea,Nomada,pygmaea,Nomada pygmaea,nca,3,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",1.456666667,ITD,
627,Hymenoptera,Nomada.sayi,Nomada,sayi,Nomada sayi,nca,1,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",6.75,BL,
628,Hymenoptera,Nomada.sayi,Nomada,sayi,Nomada sayi,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",6.75,BL,
629,Hymenoptera,Nomada.sp,Nomada,sp,Nomada sp,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9.5,BL,
630,Hymenoptera,Nomada.sp,Nomada,sp,Nomada sp,nca,6,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",9.5,BL,
631,,Nowickia.sp,Nowickia,sp,Nowickia sp,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",NA,NA,
632,Hemiptera,Nysius.groenlandicus,Nysius,groenlandicus,Nysius groenlandicus,tun,9,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",3.34,BL,
633,Lepidoptera,Ochlodes.venata,Ochlodes,venata,Ochlodes venata,hnk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",34,WS,
634,Diptera,Odontomyia.tigrina,Odontomyia,tigrina,Odontomyia tigrina,hnk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",7.6,BL,
635,Lepidoptera,Oeneis.macounii,Oeneis,macounii,Oeneis macounii,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",63.5,WS,
636,Lepidoptera,Oeneis.uhleri,Oeneis,uhleri,Oeneis uhleri,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",47,WS,
637,Lepidoptera,Oligia.sp,Oligia,sp,Oligia sp,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",23.5,WS,
638,Hymenoptera,Omalus.sp,Omalus,sp,Omalus sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",4.7,BL,
639,Hymenoptera,Omicron.ruficolle,Omicron,ruficolle,Omicron ruficolle,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",7,BL,
640,Hymenoptera,Ophion.sp,Ophion,sp,Ophion sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",14.5,BL,
641,Diptera,Oplodontha.viridula,Oplodontha,viridula,Oplodontha viridula,hnk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",7.5,BL,
